"code","latest_ecp","2020","2019","2018","2017","2016","2015","2014","2013","2012","2011","2010"
"ERTH7611","","","  S2    ","  S2    ","  S2    ","","","","","","",""
"EVNT2000","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=91126","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","S1  SS  "
"EVNT2003","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=97322","","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ",""
"ERTH7711","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=95181","","","  S2    ","","  S2    ","","  S2    ","  S2    ","  S2    ","","S1      "
"EVNT2004","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=97323","","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ",""
"EVNT3003","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=95667","","  S2    ","  S2SS  ","  S2SS  ","  S2SS  ","  S2SS  ","  S2SS  ","  S2SS  ","  S2SS  ","  S2    ","S1      "
"EVNT3004","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=96710","","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","",""
"EVNT3005","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=92947","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ",""
"EVNT7050","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=99107","","S1S2    ","S1S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","","",""
"EVNT7051","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=100947","","S1S2    ","  S2    ","  S2SS  ","  S2SS  ","  S2    ","  S2    ","  S2    ","","",""
"EVNT7052","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=100291","","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","","",""
"EVNT7053","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=98431","","S1      ","S1      ","S1      ","S1      ","S1      ","S1  SS  ","S1  SS  ","","",""
"EXCH1011","","","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      "
"EXCH1012","","","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      "
"EXCH1013","","","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      "
"EXCH1014","","","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      "
"EXCH1015","","","","","S1      ","","","S1      ","S1      ","S1      ","",""
"EXCH1021","","","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    "
"EXCH1022","","","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    "
"EXCH1023","","","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    "
"EXCH1024","","","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    "
"EXCH1025","","","","","","","","  S2    ","","  S2    ","  S2    ",""
"EXCH1032","","","","","","","  S2SS  ","    SS  ","    SS  ","","    SS  ","    SS  "
"EXCH1031","","","","    SS  ","    SS  ","    SS  ","  S2SS  ","","    SS  ","    SS  ","","  S2SS  "
"EXCH1102","","","","","","","","","","","S1      ","S1      "
"EXCH1101","","","","","","","","","","","S1      ","S1      "
"EXCH1103","","","","","","","","","","","S1      ","S1      "
"EXCH1104","","","","","","","","","","","S1      ","S1      "
"EXCH1105","","","","","","","","","","","",""
"EXCH1121","","","","","","","","","","","",""
"EXCH1122","","","","","","","","","","","",""
"EXCH1123","","","","","","","","","","","",""
"EXCH1124","","","","","","","","","","","",""
"EXCH1125","","","","","","","","","","","",""
"EXCH1201","","","","","","","","","","","","  S2    "
"EXCH1203","","","","","","","","","","","","  S2    "
"EXCH1204","","","","","","","","","","","","  S2    "
"EXCH1205","","","","","","","","","","","",""
"EXCH1222","","","","","","","","","  S2    ","","",""
"EXCH1221","","","","","","","","","  S2    ","","",""
"EXCH1223","","","","","","","","","  S2    ","","",""
"EXCH1225","","","","","","","","","  S2    ","","",""
"EXCH1224","","","","","","","","","  S2    ","","",""
"EXMD2362","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=100861","","S1      ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ",""
"EXMD2382","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=100906","","S1      ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ",""
"EXMD3070","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=92375","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ",""
"EXMD4700","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=67126","","","","","","","  S2    ","  S2    ","S1S2    ","  S2    ",""
"EXCH1202","","","","","","","","","","","","  S2    "
"EXMD4701","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=95580","","S1S2SS  ","  S2SS  ","  S2SS  ","  S2SS  ","  S2SS  ","","","","",""
"EXMD4702","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=95775","","S1S2SS  ","  S2SS  ","  S2    ","  S2    ","  S2    ","","","","",""
"EXMD4740","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=98200","","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","",""
"EXMD3372","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=96296","","S1S2    ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","",""
"EXMD4741","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=100678","","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","",""
"EXMD6383","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=66480","","","","","","","  S2    ","  S2    ","  S2    ","",""
"EXMD7070","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=91978","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","",""
"EXMD7314","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=66122","","","","","","","S1S2SS  ","S1S2SS  ","S1S2SS  ","",""
"EXMD4742","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=93662","","  S2    ","  S2    ","  S2    ","  S2    ","S1S2    ","S1      ","S1      ","S1      ","",""
"EXMD7315","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=95577","","S1S2SS  ","  S2SS  ","  S2SS  ","  S2SS  ","  S2SS  ","","","","",""
"EXMD7362","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=99102","","S1      ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","",""
"EXMD7316","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=95554","","S1S2SS  ","  S2SS  ","  S2SS  ","  S2SS  ","  S2SS  ","","","","",""
"EXMD7372","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=95935","","S1S2    ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","",""
"EXMD7382","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=99153","","S1      ","  S2    ","  S2    ","  S2    ","  S2    ","","","","",""
"EXMD7740","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=101272","","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","",""
"EXMD7741","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=98498","","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","",""
"FINM1401","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=82466","","","","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      "
"EXMD7742","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=90814","","  S2    ","  S2    ","  S2    ","  S2    ","S1S2    ","S1      ","S1      ","S1      ","",""
"FINM1415","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=100898","","S1S2    ","","","","","","","","",""
"FINM1416","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=100862","","S1S2    ","","","","","","","","",""
"FINM2400","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=97522","","S1S2SS  ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","","","",""
"FINM2401","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=95679","","S1S2    ","S1S2SS  ","S1S2SS  ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    "
"FINM1920","","","","","","","","","","","",""
"FINM2412","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=96681","","S1      ","S1      ","","","","","","","",""
"FINM2411","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=97975","","S1      ","S1      ","S1      ","S1      ","","","","","",""
"FINM2415","","","  S2    ","","","","","","","","",""
"FINM2416","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=100872","","S1S2    ","","","","","","","","",""
"FINM2460","","","","","","","","","","","",""
"FINM3401","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=91223","","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    "
"FINM3400","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=95673","","","    SS  ","    SS  ","","","","","","",""
"FINM3402","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=90181","","","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1  SS  ","S1  SS  "
"FINM3405","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=91812","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    "
"FINM3404","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=97984","","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      "
"FINM3403","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=96744","","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      "
"FINM3414","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=92927","","  S2    ","  S2    ","","","","","","","",""
"FINM3411","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=93676","","  S2    ","  S2    ","S1S2    ","","","","","","",""
"FINM3421","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=94152","","  S2    ","  S2    ","","","","","","","",""
"FINM3412","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=99183","","S1      ","S1      ","  S2    ","","","","","","",""
"FINM3422","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=94755","","  S2    ","  S2    ","","","","","","","",""
"FINM4401","","","","","","","","","","","",""
"FINM4412","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=97291","","S1      ","","","","","","","","",""
"FINM3960","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=101278","","S1      ","S1      ","S1      ","S1      ","S1      ","  S2    ","S1      ","S1      ","S1      ","S1      "
"FINM4411","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=100937","","S1S2    ","S1      ","","","","","","","",""
"FINM4413","","","  S2    ","","","","","","","","",""
"FINM4999","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=99258","","S1S2    ","","","","","","","","",""
"FINM6402","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=97283","","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      "
"FINM6900","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=56720","","","","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","",""
"FINM6403","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=32439","","  S2    ","","","","","  S2    ","  S2    ","  S2    ","","  S2    "
"FINM6902","","","","  S2    ","  S2    ","","","","","","",""
"FINM6901","","","","","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","",""
"FINM6903","","","","","","","","","","","",""
"FINM6904","","","","","","","","","","","",""
"FINM6905","","","","","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","",""
"FINM7401","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=98481","","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    "
"FINM7403","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=100370","","S1S2SS  ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1  SS  ","S1  SS  ","S1  SS  ","S1  SS  ","S1  SS  "
"FINM7402","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=98452","","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    "
"FINM6401","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=100548","","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      "
"FINM7405","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=99057","","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    "
"FINM7404","","","","","","","","","","","",""
"FINM7406","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=97840","","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    "
"FINM7407","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=97883","","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","  S2    ","  S2    ","  S2    ","  S2    ",""
"FINM7408","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=72573","","","","","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ",""
"FINM7409","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=97823","","S1S2    ","S1S2    ","S1S2    ","S1S2    ","","","","","",""
"FINM7410","","","","","","","","","","","",""
"FINM7805","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=95668","","S1S2SS  ","S1S2SS  ","S1S2SS  ","S1S2SS  ","S1S2SS  ","S1S2    ","S1S2    ","  S2SS  ","  S2    ","  S2    "
"FINM7701","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=89612","","","","S1      ","","S1S2    ","S1S2    ","  S2    ","    SS  ","  S2    ","  S2    "
"FINM7901","","","","","","","S1      ","","","","",""
"FINM7902","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=89809","","","S1      ","  S2    ","","","","","","",""
"FINM7903","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=90447","","  S2    ","S1      ","","","","","","","",""
"FINM7904","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=91442","","  S2    ","  S2    ","  S2    ","","","","","","",""
"FINM7905","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=101243","","S1      ","","","","","","","","",""
"FINM7920","","","","","","","","","","","",""
"FINM7960","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=97756","","S1      ","S1      ","S1      ","S1      ","S1      ","  S2    ","S1      ","S1      ","S1      ","S1      "
"FIRE3700","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=99825","","S1      ","S1      ","S1      ","S1      ","","","","","",""
"FIRE6020","","","S1      ","S1      ","S1      ","S1      ","S1      ","","","","",""
"FIRE6000","","","S1      ","S1      ","S1      ","S1      ","S1      ","","","","",""
"FIRE6030","","","S1      ","S1      ","S1      ","S1      ","S1      ","","","","",""
"FIRE6040","","","S1      ","S1      ","S1      ","S1      ","S1      ","","","","",""
"FIRE6050","","","S1      ","S1      ","S1      ","S1      ","S1      ","","","","",""
"FIRE6070","","","S1      ","S1      ","S1      ","S1      ","S1      ","","","","",""
"FIRE4610","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=96715","","S1      ","S1      ","S1      ","S1      ","","","","","",""
"FIRE7500","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=97761","","S1      ","S1      ","S1      ","","","","","","",""
"FIRE7501","","","  S2    ","  S2    ","  S2    ","","","","","","",""
"FIRE7511","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=97800","","S1      ","","","","","","","","",""
"FIRE6060","","","S1      ","S1      ","S1      ","S1      ","S1      ","","","","",""
"FIRE7512","","","  S2    ","  S2    ","","","","","","","",""
"FIRE7600","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=97855","","S1      ","S1      ","","","","","","","",""
"FIRE7610","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=98491","","S1      ","S1      ","","","","","","","",""
"FIRE7620","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=93171","","  S2    ","  S2    ","  S2    ","  S2    ","","","","","",""
"FIRE7640","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=96554","","S1      ","S1      ","S1      ","","","","","","",""
"FIRE7680","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=93237","","  S2    ","  S2    ","  S2    ","","","","","","",""
"FOOD1001","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=96726","","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","","",""
"FOOD2000","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=98198","","S1      ","S1      ","S1      ","S1      ","S1      ","  S2    ","  S2    ","  S2    ","",""
"FOOD2006","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=47851","","","","","","","","","S1      ","S1      ","S1      "
"FOOD2003","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=92992","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    "
"FOOD2007","","","","","","","","","","","",""
"FOOD3000","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=100433","","S1      ","S1      ","S1      ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ",""
"FIRE7660","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=96534","","S1      ","S1      ","S1      ","","","","","","",""
"FOOD3007","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=94941","","  S2    ","  S2    ","S1S2    ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      "
"FOOD3008","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=97383","","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      "
"FOOD3009","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=93301","","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    "
"FOOD3011","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=91267","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    "
"FOOD3006","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=42534","","","","","","","","","","  S2    ","  S2    "
"FOOD3017","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=96144","","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      "
"FOOD3019","","","","","","","","","","","",""
"FOOD3020","","","","","","","","","","","",""
"FOOD3030","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=97981","","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","","","","",""
"FOOD3031","","","","","","","","","","","",""
"FOOD3032","","","","","","","","","","","",""
"FOOD3601","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=100515","","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2SS  ","S1S2    ","S1S2    "
"FOOD4002","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=61351","","","","","","","","  S2    ","  S2    ","  S2    ","  S2    "
"FOOD4601","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=80833","","","","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    "
"FOOD4611","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=94569","","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      "
"FOOD3022","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=94361","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","","","","",""
"FOOD4612","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=87989","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    "
"FOOD4619","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=93756","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","","","","",""
"FOOD6001","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=99897","","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","","",""
"FOOD6003","","","","","","","","","","","",""
"FOOD6002","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=91308","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","","",""
"FOOD4618","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=97335","","S1      ","S1      ","S1      ","S1      ","S1      ","","","","",""
"FOOD6004","","","","","","","","","","","",""
"FOOD6005","","","","","","","","","","","",""
"FOOD6613","","","","","","","","","","S1      ","S1      ","S1      "
"FOOD4620","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=90251","","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","","","","",""
"FOOD6614","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=33422","","","","","","","","","  S2    ","  S2    ","  S2    "
"FOOD6617","","","","","","","","","","S1S2    ","S1S2    ","S1S2    "
"FOOD6618","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=46346","","","","","","","","","S1      ","S1      ","S1      "
"FOOD6619","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=44725","","","","","","","","","  S2    ","  S2    ","  S2    "
"FOOD6622","","","","","","","","","","","",""
"FOOD6623","","","","","","","","","","","",""
"FOOD6640","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=46246","","","","","","","","","S1S2    ","S1S2    ","S1S2    "
"FOOD6641","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=46248","","","","","","","","","S1S2    ","S1S2    ","S1S2    "
"FOOD7000","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=92050","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","","","",""
"FOOD7004","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=59688","","","","","","","","  S2    ","  S2    ","  S2    ","  S2    "
"FOOD7006","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=97760","","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      "
"FOOD7011","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=98474","","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      "
"FOOD7014","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=74212","","","","","","S1      ","S1      ","S1      ","S1      ","S1      ","S1      "
"FOOD7013","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=94473","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    "
"FOOD7016","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=95103","","  S2    ","  S2    ","  S2    ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      "
"FOOD7017","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=65931","","","","","","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    "
"FOOD7018","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=95946","","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","  S2    "
"FOOD7021","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=98466","","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","  S2    "
"FOOD7023","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=80510","","","","","S1      ","S1      ","S1      ","","","",""
"FOOD7022","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=91418","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","","","","",""
"FOOD7025","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=97116","","S1      ","S1      ","S1      ","  S2    ","  S2    ","  S2    ","","","",""
"FOOD7024","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=96487","","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","","","","",""
"FOOD7618","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=95949","","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      "
"FOOD7019","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=93849","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","S1      ","S1      ","S1      ","S1      "
"FOOD7619","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=95010","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    "
"FOOD7020","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=95987","","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      "
"FREN1020","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=95573","","  S2SS  ","  S2SS  ","  S2SS  ","  S2SS  ","  S2SS  ","  S2SS  ","  S2SS  ","  S2SS  ","  S2SS  ","  S2SS  "
"FOOD7617","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=95908","","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","","",""
"FREN2010","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=100128","","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      "
"FREN1010","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=99905","","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1  SS  "
"FREN2020","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=94859","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    "
"FREN3111","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=100503","","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      "
